alert_id,row_index,timestamp,source_ip,destination_ip,predicted_class,true_class,confidence,simulated_campaign_id,correlation_group_id,is_correlated_campaign,kill_chain_stages_seen,matched_known_pattern,matched_pattern_similarity,priority_score,priority_bucket,effective_severity_score,own_severity_label,top_contributing_features
ALERT-00016,142119,2026-08-12 14:46:22,10.0.54.184,192.168.88.53,DoS Hulk,BENIGN,0.8480484533303477,CAMP-0007,CORR-0036,True,"credential_access, impact, reconnaissance",Learned Pattern - credential_access + impact,0.8784714341163635,73.87,High,0.7,High,"[{""feature"": ""Init_Win_bytes_forward"", ""shap_value"": 0.08431862252310024}, {""feature"": ""Destination Port"", ""shap_value"": 0.05326733494134978}, {""feature"": ""Fwd IAT Mean"", ""shap_value"": 0.029449423198458512}, {""feature"": ""Flow IAT Mean"", ""shap_value"": 0.024056930636269024}, {""feature"": ""URG Flag Count"", ""shap_value"": 0.020697763572643878}]"
ALERT-00042,442528,2026-08-12 09:23:18,10.0.202.180,192.168.28.98,DoS GoldenEye,DoS GoldenEye,0.9875814834992972,CAMP-0015,CORR-0019,False,impact,,,73.79,High,0.7,High,"[{""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.08110020890481413}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07479079093624955}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07279518191990347}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.07256150116298532}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06184099860719502}]"
ALERT-00337,174768,2026-08-12 13:19:00,10.0.245.40,192.168.176.237,Web Attack - SQL Injection,BENIGN,0.567075634910681,,,False,,,,72.79,High,1.0,Critical,"[{""feature"": ""Bwd Packets/s"", ""shap_value"": -0.018232231563158705}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": -0.014105346000907279}, {""feature"": ""Flow IAT Min"", ""shap_value"": -0.011697358387542376}, {""feature"": ""Bwd Header Length"", ""shap_value"": -0.010266425945593481}, {""feature"": ""URG Flag Count"", ""shap_value"": -0.009696373819348588}]"
ALERT-00160,431317,2026-08-12 11:30:52,10.0.88.72,192.168.226.153,SSH-Patator,SSH-Patator,0.999922114663642,,,False,,,,70.78,High,0.7,High,"[{""feature"": ""Destination Port"", ""shap_value"": 0.18674853016340753}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.10904667822052357}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.10248138321041418}, {""feature"": ""Fwd Header Length"", ""shap_value"": 0.0583558464022793}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.05766835651811854}]"
ALERT-00204,299663,2026-08-12 11:56:01,10.0.11.228,192.168.111.189,FTP-Patator,FTP-Patator,0.9996980916464666,,,False,,,,70.77,High,0.7,High,"[{""feature"": ""Destination Port"", ""shap_value"": 0.356210170918821}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.0721416585450768}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.04906630724205108}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.030917953246582898}, {""feature"": ""Fwd IAT Mean"", ""shap_value"": 0.028865980073453798}]"
ALERT-00126,125674,2026-08-12 14:23:15,10.0.137.7,192.168.233.101,FTP-Patator,FTP-Patator,0.9996980518388514,,,False,,,,70.77,High,0.7,High,"[{""feature"": ""Destination Port"", ""shap_value"": 0.3560822156688942}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.07286277188367017}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.048893253346354484}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.03245067617326227}, {""feature"": ""Fwd IAT Mean"", ""shap_value"": 0.028675342196511865}]"
ALERT-00297,258609,2026-08-12 10:14:05,10.0.25.61,192.168.228.138,DoS SlowHTTPTest,DoS SlowHTTPTest,0.9996127351907608,,,False,,,,70.77,High,0.7,High,"[{""feature"": ""Active Min"", ""shap_value"": 0.09109214770560746}, {""feature"": ""Flow IAT Std"", ""shap_value"": 0.0670384977816607}, {""feature"": ""Fwd IAT Mean"", ""shap_value"": 0.060800960900888844}, {""feature"": ""Flow IAT Mean"", ""shap_value"": 0.060395532260660315}, {""feature"": ""Active Mean"", ""shap_value"": 0.05453868019782555}]"
ALERT-00212,167810,2026-08-12 10:27:49,10.0.86.83,192.168.172.27,DoS Hulk,DoS Hulk,0.9994663939981044,,,False,,,,70.77,High,0.7,High,"[{""feature"": ""Destination Port"", ""shap_value"": 0.08356529853336467}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07489666715574729}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07472844066528422}, {""feature"": ""Init_Win_bytes_forward"", ""shap_value"": 0.07084167383681966}, {""feature"": ""FIN Flag Count"", ""shap_value"": 0.040505442935191045}]"
ALERT-00219,381593,2026-08-12 14:40:02,10.0.14.49,192.168.133.93,DoS Hulk,DoS Hulk,0.9993868149711356,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07572172991788045}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06701486835703113}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06666068495732572}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06270480373780299}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06181423770830009}]"
ALERT-00125,111709,2026-08-12 14:39:50,10.0.216.120,192.168.236.33,DoS Hulk,DoS Hulk,0.999386838672934,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07451686384851607}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0658414211725373}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06547395095471759}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.061416282875805826}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06050976959722535}]"
ALERT-00307,338862,2026-08-12 09:50:03,10.0.243.218,192.168.211.117,DoS Hulk,DoS Hulk,0.999386107842456,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07797613905359062}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07696864702687341}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.07079054031960143}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06957974817398431}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06568535511633598}]"
ALERT-00186,92845,2026-08-12 13:01:47,10.0.199.134,192.168.98.116,DoS Hulk,DoS Hulk,0.9993868174183392,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.0758575480299312}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06639857077106522}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06595166255817732}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06282201206688368}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.0616757141189302}]"
ALERT-00118,25907,2026-08-12 09:10:40,10.0.232.198,192.168.150.243,DoS Hulk,DoS Hulk,0.999386831943922,CAMP-0040,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08291909667075355}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.0800311750079244}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07199448062855386}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06726864408218938}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06299041163573744}]"
ALERT-00322,352478,2026-08-12 14:35:55,10.0.116.129,192.168.57.243,DoS Hulk,DoS Hulk,0.9993868150491092,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08464794551996982}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07899323858137368}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07123126958819878}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0675126100894763}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06372061806987646}]"
ALERT-00338,270838,2026-08-12 09:50:54,10.0.18.24,192.168.213.22,DoS Hulk,DoS Hulk,0.9993868141249084,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08561643029530519}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07879845222620571}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07115711961506845}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0709203789348428}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06428460470915738}]"
ALERT-00245,140115,2026-08-12 13:00:27,10.0.223.26,192.168.224.217,DoS Hulk,DoS Hulk,0.9993868230265088,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.0823813198630292}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07800895981987593}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07168813043620523}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06718394360754093}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06330916064672827}]"
ALERT-00298,407948,2026-08-12 13:55:01,10.0.100.117,192.168.95.172,DoS Hulk,DoS Hulk,0.999386819643586,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.0746296783591564}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06686288911841473}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06544885780647557}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06256877801875364}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.060493926449075815}]"
ALERT-00127,436929,2026-08-12 14:51:01,10.0.145.170,192.168.7.22,DoS Hulk,DoS Hulk,0.9993868360114714,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07519139737025286}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07186793752436743}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07005041756353848}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06666158283283466}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.0601160760736472}]"
ALERT-00164,307843,2026-08-12 09:09:25,10.0.166.183,192.168.126.115,DoS Hulk,DoS Hulk,0.9993868904266462,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.0768281698457826}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.0724347021750518}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07072027913901704}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06697591237393731}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.0600185746923873}]"
ALERT-00188,485194,2026-08-12 14:32:56,10.0.79.146,192.168.159.16,DoS Hulk,DoS Hulk,0.9993868220591798,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.0747647314837453}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06510546816131663}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06384590706924279}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06220195571858854}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06046371727990265}]"
ALERT-00131,372616,2026-08-12 12:50:13,10.0.72.193,192.168.244.213,DoS Hulk,DoS Hulk,0.999386815598106,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07711652911096324}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07197885075192278}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06980149334486974}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06910662524813789}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.060925679058916715}]"
ALERT-00148,279411,2026-08-12 14:53:38,10.0.170.95,192.168.18.130,DoS Hulk,DoS Hulk,0.9993868163592714,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08358728657828703}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07888204551994824}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07143465103833109}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06739069828949831}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06336696096952553}]"
ALERT-00254,393979,2026-08-12 09:53:45,10.0.59.192,192.168.24.112,DoS Hulk,DoS Hulk,0.9994057223837618,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Destination Port"", ""shap_value"": 0.0697044616996186}, {""feature"": ""Init_Win_bytes_forward"", ""shap_value"": 0.05532484334878399}, {""feature"": ""Fwd Header Length"", ""shap_value"": 0.05243904156013569}, {""feature"": ""Fwd IAT Mean"", ""shap_value"": 0.048269922513837216}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.04436352630656769}]"
ALERT-00255,31,2026-08-12 09:54:53,10.0.195.163,192.168.181.224,DoS Hulk,DoS Hulk,0.999386839372709,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08343319658647638}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.08042017516612703}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07207128824265492}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06725108904536001}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06454888074975101}]"
ALERT-00321,40005,2026-08-12 09:59:33,10.0.200.93,192.168.132.152,DoS Hulk,DoS Hulk,0.999386813864404,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07832744267784307}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.07327676422610883}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07263016950884228}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06693919641702853}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06517006228630917}]"
ALERT-00197,509043,2026-08-12 14:53:41,10.0.109.30,192.168.140.58,DoS Hulk,DoS Hulk,0.999386826946666,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08354100785296609}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07969052535950553}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07138806575621501}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06870132279334298}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06227387430552861}]"
ALERT-00249,285112,2026-08-12 14:54:53,10.0.87.160,192.168.178.102,DoS Hulk,DoS Hulk,0.9993868154704106,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08415099113396561}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07966557730844057}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07137214093100881}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06802815830581858}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06522677395640085}]"
ALERT-00152,57289,2026-08-12 14:55:14,10.0.112.46,192.168.188.134,DoS Hulk,DoS Hulk,0.9993868193034412,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07477711455423419}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06677753934249975}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06425785428327091}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06250662916335534}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.060583462261487114}]"
ALERT-00242,180461,2026-08-12 14:56:05,10.0.99.254,192.168.170.203,DoS Hulk,DoS Hulk,0.9993868156443716,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08661064997747593}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.08033885443589807}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07171861490165682}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06988167352426033}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06506887999321234}]"
ALERT-00232,367589,2026-08-12 12:46:36,10.0.71.198,192.168.203.219,DoS Hulk,DoS Hulk,0.9993868169081036,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07575366392387033}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06639025384192437}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0654892986002343}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06260242508102205}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06077161561158246}]"
ALERT-00194,104600,2026-08-12 13:07:57,10.0.181.73,192.168.180.221,DoS Hulk,DoS Hulk,0.9993868155464696,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.0761462001869112}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0707371836065828}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.0667798274350982}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06239830033724626}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06213259713280482}]"
ALERT-00166,123429,2026-08-12 13:18:27,10.0.79.170,192.168.149.95,DoS Hulk,DoS Hulk,0.9993868481142644,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07644733143364305}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07287946367195634}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06986449090352896}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06786367563901814}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06201992319826452}]"
ALERT-00139,168987,2026-08-12 14:31:38,10.0.197.95,192.168.43.156,DoS Hulk,DoS Hulk,0.9993868230705362,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07683547807762946}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07197767218392256}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06947828260744013}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0687019711850807}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06213188909605139}]"
ALERT-00261,212327,2026-08-12 14:18:28,10.0.159.175,192.168.62.128,DoS Hulk,DoS Hulk,0.9993868182686684,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08538970425035186}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07988678911507809}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07276625125440088}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06711164796603745}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06642307700599501}]"
ALERT-00240,144498,2026-08-12 09:23:50,10.0.60.220,192.168.199.106,DoS Hulk,DoS Hulk,0.999386864499175,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08120065686347488}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07867189164101712}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07138520027520373}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06566651905201323}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.062134030012522545}]"
ALERT-00227,28882,2026-08-12 13:37:54,10.0.128.239,192.168.184.75,DoS Hulk,DoS Hulk,0.9993868179580252,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08287525582398386}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07848634745945059}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07072944613025443}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0687433006965084}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06288644666449754}]"
ALERT-00229,162702,2026-08-12 14:01:03,10.0.251.121,192.168.63.117,DoS Hulk,DoS Hulk,0.999386816615659,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07529702176590587}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06650357384655628}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06528285891319947}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06175500869957923}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06026510932543508}]"
ALERT-00332,92267,2026-08-12 14:01:06,10.0.219.168,192.168.167.225,DoS Hulk,DoS Hulk,0.9993868152641416,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07594802390695214}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0666268247090813}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06602955665597247}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06336293695829084}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.060372576274607195}]"
ALERT-00181,98237,2026-08-12 13:28:33,10.0.30.211,192.168.17.103,DoS Hulk,DoS Hulk,0.999386828532379,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08158900965504033}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07854176145185918}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07121936309879988}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0673405834090285}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06197319151423341}]"
ALERT-00149,474023,2026-08-12 13:27:42,10.0.88.4,192.168.218.108,DoS Hulk,DoS Hulk,0.9993868230688578,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08124195256564305}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07928530255580592}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06989607518493408}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06696624235880594}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.060256663192442904}]"
ALERT-00310,140309,2026-08-12 14:08:20,10.0.63.254,192.168.33.202,DoS Hulk,DoS Hulk,0.9993868141240498,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07428025592852928}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06703349498572451}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06701658855944799}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06489515067475153}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06246516625055601}]"
ALERT-00305,333318,2026-08-12 09:33:04,10.0.231.251,192.168.166.92,DoS Hulk,DoS Hulk,0.999386830449874,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07788297370675837}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07285982024843286}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07054515560906946}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06845321886331437}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06225352347882429}]"
ALERT-00146,502821,2026-08-12 14:09:04,10.0.207.31,192.168.204.252,DoS Hulk,DoS Hulk,0.9993868218014724,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07953647590785029}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.07744366535860056}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07080145389869032}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06566358720587395}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.05887306349064182}]"
ALERT-00324,131636,2026-08-12 09:17:00,10.0.134.78,192.168.118.165,DoS Hulk,DoS Hulk,0.999386816397264,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08422175776609894}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07829180010084791}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07096076261595995}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06691505504780584}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06334438179506359}]"
ALERT-00235,330461,2026-08-12 13:27:24,10.0.215.151,192.168.149.169,DoS Hulk,DoS Hulk,0.9993868139722556,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08019003148322185}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07256650025147467}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.07113702777825336}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06826283786164465}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06347664248302594}]"
ALERT-00143,107196,2026-08-12 09:41:30,10.0.102.242,192.168.184.51,DoS Hulk,DoS Hulk,0.9993868410883326,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07706020519889775}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07262218031074086}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.0707109246152343}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0664649244268729}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06104047458887345}]"
ALERT-00251,49629,2026-08-12 13:26:29,10.0.98.245,192.168.82.161,DoS Hulk,DoS Hulk,0.9993868146802918,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07768825125236642}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07126615786625079}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06951647940857582}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06796246210514348}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.061030582387946244}]"
ALERT-00308,237255,2026-08-12 14:26:07,10.0.170.55,192.168.165.164,DoS Hulk,DoS Hulk,0.9993868254935367,,,False,,,,70.76,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08335613341299392}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07966763964863813}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07180701080136492}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06863711808141747}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06325669764709692}]"
